0,0,0
1e-08,0,0
2e-08,0,0
3e-08,0,0
4e-08,0,0
5e-08,0,0
6e-08,0,0
7e-08,0,0
8e-08,0,0
9e-08,0,0
1e-07,0,0
1.1e-07,0,0
1.2e-07,0,0
1.3e-07,0,0
1.4e-07,0,0
1.5e-07,0,0
1.6e-07,0,0
1.7e-07,0,0
1.8e-07,0,0
1.9e-07,0,0
2e-07,0,0
2.1e-07,0,0
2.2e-07,0,0
2.3e-07,0,0
2.4e-07,0,0
2.5e-07,0,0
2.6e-07,0,0
2.7e-07,0,0
2.8e-07,0,0
2.9e-07,0,0
3e-07,0,0
3.1e-07,0,0
3.2e-07,0,0
3.3e-07,0,0
3.4e-07,0,0
3.5e-07,0,0
3.6e-07,0,0
3.7e-07,0,0
3.8e-07,0,0
3.9e-07,0,0
4e-07,0,0
4.1e-07,0,0
4.2e-07,0,0
4.3e-07,0,0
4.4e-07,0,0
4.5e-07,0,0
4.6e-07,0,0
4.7e-07,0,0
4.8e-07,0,0
4.9e-07,0,0
5e-07,0,0
5.1e-07,0,0
5.2e-07,0,0
5.3e-07,0,0
5.4e-07,0,0
5.5e-07,0,0
5.6e-07,0,0
5.7e-07,0,0
5.8e-07,0,0
5.9e-07,0,0
6e-07,0,0
6.1e-07,0,0
6.2e-07,0,0
6.3e-07,0,0
6.4e-07,0,0
6.5e-07,0,0
6.6e-07,0,0
6.7e-07,0,0
6.8e-07,0,0
6.9e-07,0,0
7e-07,0,0
7.1e-07,0,0
7.2e-07,0,0
7.3e-07,0,0
7.4e-07,0,0
7.5e-07,0,0
7.6e-07,0,0
7.7e-07,0,0
7.8e-07,0,0
7.9e-07,0,0
8e-07,0,0
8.1e-07,0,0
8.2e-07,0,0
8.3e-07,0,0
8.4e-07,0,0
8.5e-07,0,0
8.6e-07,0,0
8.7e-07,0,0
8.8e-07,0,0
8.9e-07,0,0
9e-07,0,0
9.1e-07,0,0
9.2e-07,0,0
9.3e-07,0,0
9.4e-07,0,0
9.5e-07,0,0
9.6e-07,0,0
9.7e-07,0,0
9.8e-07,0,0
9.9e-07,0,0
1e-06,5.9957,7.5075
1.01e-06,6.5732,7.2434
1.02e-06,6.3467,5.677
1.03e-06,6.2612,6.8265
1.04e-06,6.1403,7.0528
1.05e-06,6.1665,6.0233
1.06e-06,8.7505,4.4441
1.07e-06,9.371,-2.5447
1.08e-06,7.5784,-5.0198
1.09e-06,2.5972,-8.2966
1.1e-06,-4.9315,-7.8019
1.11e-06,-8.3373,0.16709
1.12e-06,-9.6808,0.054609
1.13e-06,-8.6856,4.2537
1.14e-06,-4.8826,7.0494
1.15e-06,-0.50248,5.6426
1.16e-06,5.8058,7.7713
1.17e-06,8.5727,-1.1341
1.18e-06,6.0479,-7.1481
1.19e-06,-2.3655,-6.9608
1.2e-06,-9.5881,-1.2812
1.21e-06,-2.2911,9.4959
1.22e-06,6.487,3.3226
1.23e-06,8.0649,-4.8053
1.24e-06,4.0486,-8.6609
1.25e-06,-6.8903,-6.9311
1.26e-06,-7.9476,5.7129
1.27e-06,2.7509,6.7064
1.28e-06,9.5349,-1.2199
1.29e-06,1.6158,-8.91
1.3e-06,-9.6582,-1.0327
1.31e-06,1.0577,9.4736
1.32e-06,6.5964,-5.6357
1.33e-06,-7.2807,-5.7035
1.34e-06,-4.7653,8.5153
1.35e-06,7.7238,5.9555
1.36e-06,6.5854,-5.3426
1.37e-06,-6.7311,-7.1417
1.38e-06,-4.5546,8.6155
1.39e-06,8.4288,-0.46162
1.4e-06,-4.3884,-7.4327
1.41e-06,-2.6828,9.3942
1.42e-06,7.9702,-4.7068
1.43e-06,-7.7243,-3.1967
1.44e-06,2.7362,9.1631
1.45e-06,5.5779,-6.5604
1.46e-06,-9.6445,-0.44468
1.47e-06,7.2978,3.3612
1.48e-06,-0.2448,-5.2332
1.49e-06,-6.7483,0.30528
1.5e-06,8.9602,4.0603
1.51e-06,-6.7483,0.30528
1.52e-06,-0.2448,-5.2332
1.53e-06,7.2978,3.3612
1.54e-06,-9.6445,-0.44468
1.55e-06,5.5779,-6.5604
1.56e-06,2.7362,9.1631
1.57e-06,-7.7243,-3.1967
1.58e-06,7.9702,-4.7068
1.59e-06,-2.6828,9.3942
1.6e-06,-4.3884,-7.4327
1.61e-06,8.4288,-0.46162
1.62e-06,-4.5546,8.6155
1.63e-06,-6.7311,-7.1417
1.64e-06,6.5854,-5.3426
1.65e-06,7.7238,5.9555
1.66e-06,-4.7653,8.5153
1.67e-06,-7.2807,-5.7035
1.68e-06,6.5964,-5.6357
1.69e-06,1.0577,9.4736
1.7e-06,-9.6582,-1.0327
1.71e-06,1.6158,-8.91
1.72e-06,9.5349,-1.2199
1.73e-06,2.7509,6.7064
1.74e-06,-7.9476,5.7129
1.75e-06,-6.8903,-6.9311
1.76e-06,4.0486,-8.6609
1.77e-06,8.0649,-4.8053
1.78e-06,6.487,3.3226
1.79e-06,-2.2911,9.4959
1.8e-06,-9.5881,-1.2812
1.81e-06,-2.3655,-6.9608
1.82e-06,6.0479,-7.1481
1.83e-06,8.5727,-1.1341
1.84e-06,5.8058,7.7713
1.85e-06,-0.50248,5.6426
1.86e-06,-4.8826,7.0494
1.87e-06,-8.6856,4.2537
1.88e-06,-9.6808,0.054609
1.89e-06,-8.3373,0.16709
1.9e-06,-4.9315,-7.8019
1.91e-06,2.5972,-8.2966
1.92e-06,7.5784,-5.0198
1.93e-06,9.371,-2.5447
1.94e-06,8.7505,4.4441
1.95e-06,6.1665,6.0233
1.96e-06,6.1403,7.0528
1.97e-06,6.2612,6.8265
1.98e-06,6.3467,5.677
1.99e-06,6.5732,7.2434
2e-06,0,0
2.01e-06,0,0
2.02e-06,0,0
2.03e-06,0,0
2.04e-06,0,0
2.05e-06,0,0
2.06e-06,0,0
2.07e-06,0,0
2.08e-06,0,0
2.09e-06,0,0
2.1e-06,0,0
2.11e-06,0,0
2.12e-06,0,0
2.13e-06,0,0
2.14e-06,0,0
2.15e-06,0,0
2.16e-06,0,0
2.17e-06,0,0
2.18e-06,0,0
2.19e-06,0,0
2.2e-06,0,0
2.21e-06,0,0
2.22e-06,0,0
2.23e-06,0,0
2.24e-06,0,0
2.25e-06,0,0
2.26e-06,0,0
2.27e-06,0,0
2.28e-06,0,0
2.29e-06,0,0
2.3e-06,0,0
2.31e-06,0,0
2.32e-06,0,0
2.33e-06,0,0
2.34e-06,0,0
2.35e-06,0,0
2.36e-06,0,0
2.37e-06,0,0
2.38e-06,0,0
2.39e-06,0,0
2.4e-06,0,0
2.41e-06,0,0
2.42e-06,0,0
2.43e-06,0,0
2.44e-06,0,0
2.45e-06,0,0
2.46e-06,0,0
2.47e-06,0,0
2.48e-06,0,0
2.49e-06,0,0
2.5e-06,0,0
2.51e-06,0,0
2.52e-06,0,0
2.53e-06,0,0
2.54e-06,0,0
2.55e-06,0,0
2.56e-06,0,0
2.57e-06,0,0
2.58e-06,0,0
2.59e-06,0,0
2.6e-06,0,0
2.61e-06,0,0
2.62e-06,0,0
2.63e-06,0,0
2.64e-06,0,0
2.65e-06,0,0
2.66e-06,0,0
2.67e-06,0,0
2.68e-06,0,0
2.69e-06,0,0
2.7e-06,0,0
2.71e-06,0,0
2.72e-06,0,0
2.73e-06,0,0
2.74e-06,0,0
2.75e-06,0,0
2.76e-06,0,0
2.77e-06,0,0
2.78e-06,0,0
2.79e-06,0,0
2.8e-06,0,0
2.81e-06,0,0
2.82e-06,0,0
2.83e-06,0,0
2.84e-06,0,0
2.85e-06,0,0
2.86e-06,0,0
2.87e-06,0,0
2.88e-06,0,0
2.89e-06,0,0
2.9e-06,0,0
2.91e-06,0,0
2.92e-06,0,0
2.93e-06,0,0
2.94e-06,0,0
2.95e-06,0,0
2.96e-06,0,0
2.97e-06,0,0
2.98e-06,0,0
2.99e-06,0,0
3e-06,0,0
3.01e-06,0,0
3.02e-06,0,0
3.03e-06,0,0
3.04e-06,0,0
3.05e-06,0,0
3.06e-06,0,0
3.07e-06,0,0
3.08e-06,0,0
3.09e-06,0,0
3.1e-06,0,0
3.11e-06,0,0
3.12e-06,0,0
3.13e-06,0,0
3.14e-06,0,0
3.15e-06,0,0
3.16e-06,0,0
3.17e-06,0,0
3.18e-06,0,0
3.19e-06,0,0
3.2e-06,0,0
3.21e-06,0,0
3.22e-06,0,0
3.23e-06,0,0
3.24e-06,0,0
3.25e-06,0,0
3.26e-06,0,0
3.27e-06,0,0
3.28e-06,0,0
3.29e-06,0,0
3.3e-06,0,0
3.31e-06,0,0
3.32e-06,0,0
3.33e-06,0,0
3.34e-06,0,0
3.35e-06,0,0
3.36e-06,0,0
3.37e-06,0,0
3.38e-06,0,0
3.39e-06,0,0
3.4e-06,0,0
3.41e-06,0,0
3.42e-06,0,0
3.43e-06,0,0
3.44e-06,0,0
3.45e-06,0,0
3.46e-06,0,0
3.47e-06,0,0
3.48e-06,0,0
3.49e-06,0,0
3.5e-06,5.9957,7.5075
3.51e-06,6.5732,7.2434
3.52e-06,6.3467,5.677
3.53e-06,6.2612,6.8265
3.54e-06,6.1403,7.0528
3.55e-06,6.1665,6.0233
3.56e-06,8.7505,4.4441
3.57e-06,9.371,-2.5447
3.58e-06,7.5784,-5.0198
3.59e-06,2.5972,-8.2966
3.6e-06,-4.9315,-7.8019
3.61e-06,-8.3373,0.16709
3.62e-06,-9.6808,0.054609
3.63e-06,-8.6856,4.2537
3.64e-06,-4.8826,7.0494
3.65e-06,-0.50248,5.6426
3.66e-06,5.8058,7.7713
3.67e-06,8.5727,-1.1341
3.68e-06,6.0479,-7.1481
3.69e-06,-2.3655,-6.9608
3.7e-06,-9.5881,-1.2812
3.71e-06,-2.2911,9.4959
3.72e-06,6.487,3.3226
3.73e-06,8.0649,-4.8053
3.74e-06,4.0486,-8.6609
3.75e-06,-6.8903,-6.9311
3.76e-06,-7.9476,5.7129
3.77e-06,2.7509,6.7064
3.78e-06,9.5349,-1.2199
3.79e-06,1.6158,-8.91
3.8e-06,-9.6582,-1.0327
3.81e-06,1.0577,9.4736
3.82e-06,6.5964,-5.6357
3.83e-06,-7.2807,-5.7035
3.84e-06,-4.7653,8.5153
3.85e-06,7.7238,5.9555
3.86e-06,6.5854,-5.3426
3.87e-06,-6.7311,-7.1417
3.88e-06,-4.5546,8.6155
3.89e-06,8.4288,-0.46162
3.9e-06,-4.3884,-7.4327
3.91e-06,-2.6828,9.3942
3.92e-06,7.9702,-4.7068
3.93e-06,-7.7243,-3.1967
3.94e-06,2.7362,9.1631
3.95e-06,5.5779,-6.5604
3.96e-06,-9.6445,-0.44468
3.97e-06,7.2978,3.3612
3.98e-06,-0.2448,-5.2332
3.99e-06,-6.7483,0.30528
4e-06,8.9602,4.0603
4.01e-06,-6.7483,0.30528
4.02e-06,-0.2448,-5.2332
4.03e-06,7.2978,3.3612
4.04e-06,-9.6445,-0.44468
4.05e-06,5.5779,-6.5604
4.06e-06,2.7362,9.1631
4.07e-06,-7.7243,-3.1967
4.08e-06,7.9702,-4.7068
4.09e-06,-2.6828,9.3942
4.1e-06,-4.3884,-7.4327
4.11e-06,8.4288,-0.46162
4.12e-06,-4.5546,8.6155
4.13e-06,-6.7311,-7.1417
4.14e-06,6.5854,-5.3426
4.15e-06,7.7238,5.9555
4.16e-06,-4.7653,8.5153
4.17e-06,-7.2807,-5.7035
4.18e-06,6.5964,-5.6357
4.19e-06,1.0577,9.4736
